round,train_loss,train_acc,mean_diff_acc,var_diff_acc,val_loss,val_acc
183,0.11346550547393276,96.1654450158518,0.0779472370548433,1.3812410473625896,0.034456932356569166,79.87754526289129
184,0.09699217091741343,96.92203686712203,0.09021349774032501,1.1468303973761431,0.039056595869360666,78.4926174491195
185,0.12154784475903992,95.84801626679987,0.05921500981036161,3.3465047912076606,0.021246211425067833,87.02763979607369
186,0.14391900115313713,96.4406830676542,0.15601706146038907,4.998872204621853,0.02983279831681227,82.05636021306572
187,0.14220386450879405,95.88973909687047,0.039147053729774936,2.464759906612665,0.0377546975336919,79.03192003352414
188,0.1068916794801068,96.71048936354785,0.011856443467991085,0.3765278421850463,0.024473518412834603,85.63140118871978
189,0.09422460166907111,96.74159674498728,0.07519048222332003,0.5058990391332376,0.028258053493569267,81.39982176151405
190,0.1271092375001642,95.92506473739408,0.09714297676455601,3.003779845428301,0.032374106280294246,82.16262709870087
191,0.15680902997079355,96.08151970896819,0.08268251038108758,1.832146462251222,0.024026493057793023,86.54536880151142
192,0.13036875658859703,96.24865091027844,-0.0074862811500878475,1.5625180266691867,0.034439374496065996,80.55532287917278
193,0.11318609766712887,96.65769804226463,-0.009516743174353337,0.7189995122278049,0.031096666415288313,83.27038071753707
194,0.11375976196696827,96.64772382670482,0.09816889622908036,1.1318736015145552,0.03258424570276809,81.99987902898316
195,0.09473172427278811,96.64492291865108,0.10664851345701151,5.806858152003895,0.03195147578924488,81.27899864195848
196,0.1494506782711819,95.75097495239507,0.35187375050829245,4.748861477635618,0.03588569662245373,81.33609754094843
197,0.10023717521292518,96.71501375402387,0.1087782656322986,1.8919516443498883,0.043570299237490125,77.23159549212704
198,0.08841058045165105,97.68755805265981,0.05348868654869534,1.0595779201438043,0.03518507105979391,81.571151588798
199,0.12029849633458843,96.32705440198909,0.15432638307608215,1.8057091107255783,0.03350963909926422,81.87030049783779
200,0.12760050288860897,96.178017455805,0.09926254885839966,1.6612078262721344,0.029336944181699586,83.43328612191335
